,Unnamed: 0,victim.victim_id,attribute.confidentiality.data_disclosure,victim.orgsize,victim.country,action.social.variety,timeline.incident.day,timeline.incident.month,timeline.incident.year,action.error.variety,action.hacking.variety,action.malware.variety,action.misuse.variety,action.physical.variety,victim.state,victim.secondary.victim_id,action.environmental.variety,targeted,incident_id,reference,confidence,victim.employee_count,victim.government,victim.industry,victim.region,victim.revenue.amount,victim.revenue.iso_currency_code,impact.iso_currency_code,impact.loss.amount,impact.loss.max_amount,impact.loss.min_amount,impact.overall_amount,impact.overall_max_amount,impact.overall_min_amount,impact.overall_rating,security_incident,victim.industry2,victim.industry3,victim.orgsize.1,code,NAICS industry
2717,2717,availity,Yes,Unknown,US,,15.0,1.0,2016,,Use of stolen creds,,,,US-FL,Humana,,Unknown,d3a45c30-c4f0-11e9-bbcb-6517d645041f,https://www.beckershospitalreview.com/cybersecurity/humana-notifies-500-texas-members-about-security-breach.html,High,1001 to 10000,,541611,19021,,,,,,,,,,Insignificant,Confirmed,54,541,Unknown,541611,Administrative Management and General Management Consulting Services
2718,2718,ascent services group,Yes,Unknown,US,,19.0,11.0,2011,,,Unknown,,,CA,,,,4BB56443-9C97-4527-8D9A-F458717AA845,,,101 to 1000,,541512,19021,32700000.0,USD,,,,,,,,Unknown,Confirmed,54,541,Unknown,541512,Computer Systems Design Services
2721,2721,providence health services,Yes,Unknown,US,,,7.0,2012,,,,Privilege abuse,,OR,,,,D7B7B913-1090-4DC6-ABE5-898659BA908C,http://www.bizjournals.com/portland/blog/health-care-inc/2016/07/providence-notifies-5-400-oregon-patients-of-data.html?ana=RSS%26s%3Darticle_search&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+bizj_portland+%28Portland+Business+Journal%29; http://www.bignewsnetwork.com/news/245947265/providence-notifies-5400-oregon-patients-of-data-breach,,50001 to 100000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2734,2734,kankakee valley remc,Yes,Unknown,US,,,1.0,2015,,Unknown,Unknown,,,IN,,,,4D2CE939-62EF-4AFC-B2D6-DCB9851CCA79,http://www.databreaches.net/in-security-breach-reported-by-kankakee-valley-remc/  http://www.chicagotribune.com/suburbs/post-tribune/news/ct-ptb-remc-computer-breach-st-0217-20160216-story.html,,Large,,221122,19021,,,,,,,,,,Unknown,Confirmed,22,221,Unknown,221122,Electric Power Distribution
2735,2735,la palma intercommunity hospital,Yes,Unknown,US,,,,2012,,,,Privilege abuse,,CA,,,,4BFCCC3B-12B4-4725-BA89-00D419ED5F78,http://www.ocregister.com/articles/hospital-608152-records-patients.html,,101 to 1000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2739,2739,united states department of veterans affairs,Yes,Unknown,US,,15.0,1.0,2010,Misdelivery,,,,,PA,,,,4C1D23DD-6DDA-4E8A-8BD1-96C5C035143A,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
2747,2747,st marks medical center,Yes,Unknown,US,,17.0,1.0,2013,,Unknown,,,,TX,,,,4C5D14A2-CB54-4655-9681-CC38A56AB24C,,,101 to 1000,,621111,19021,,,,,,,,,,Unknown,Confirmed,62,621,Unknown,621111,Offices of Physicians (except Mental Health Specialists)
2752,2752,target corporation,Yes,Unknown,US,,15.0,11.0,2013,,Use of stolen creds,RAM scraper,,,MN,,,Targeted,4C67C9D3-9D12-4839-93FA-3BC16DC4527C,http://nypost.com/2014/05/21/target-misses-the-mark-after-data-breach-canada-woes/; http://www.kare11.com/story/news/2015/03/18/target-poised-to-settle-2013-data-breach-lawsuit/24995033/; http://www.cnbc.com/2015/08/18/target-to-pay-visa-issuers-up-to-67m-to-settle-over-data-breach-dj.html,,Over 100000,,452112,19021,,,USD,,,,243000000.0,,,Unknown,Confirmed,45,452,Unknown,,
2753,2753,university of virginia,Yes,Unknown,US,,14.0,7.0,2013,Publishing error,,,,,VA,Aetna Health Care,,,4C7A1489-329E-406D-8AEE-469641E80054,"http://www.roanoke.com/news/2084624-12/privacy-of-18700-uva-student-social-security-numbers.html, http://www.dailyprogress.com/news/uva-breach-insurer-s-mail-vendor-failed-to-check-labels/article_9284714e-f01d-11e2-9f75-001a4bcf6878.html, http://www.dailyprogress.com/news/uva-breach-insurer-s-mail-vendor-failed-to-check-labels/article_9284714e-f01d-11e2-9f75-001a4bcf6878.html?mode=jqm",,10001 to 25000,,611310,19021,,,,,,,,,,,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
2754,2754,bit9,Yes,Unknown,US,,,7.0,2012,,Use of stolen creds,Backdoor or C2,,,MA,,,,4C7B9E21-D759-44D6-AC76-5AE1B2881B3C,https://blog.bit9.com/2013/02/25/bit9-security-incident-update/; http://krebsonsecurity.com/2013/02/security-firm-bit9-hacked-used-to-spread-malware/ (20131227),,101 to 1000,,541511,19021,,,,,,,,,,Unknown,Confirmed,54,541,Unknown,541511,Custom Computer Programming Services
2760,2760,phoenix health plan,Yes,Unknown,US,,10.0,3.0,2011,,Unknown,,,,AZ,,,,4CA67861-C681-4020-A2DC-D14D12BC682E,http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html,,101 to 1000,,621491,19021,,,,,,,,,,Unknown,Confirmed,62,621,Unknown,621491,HMO Medical Centers
2761,2761,united states department of veterans affairs,Yes,Unknown,US,,15.0,8.0,2014,Misdelivery,,,,,FL,,,,4CA6FBC4-1E45-430A-8FED-085578FF7332,http://vcdb.org/pdf/va-security-aug-2014.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
2763,2763,united states department of veterans affairs,Yes,Unknown,US,,8.0,6.0,2011,Misdelivery,,,,,MN,,,,4CA99342-3621-4920-8D8A-2DBA5D90E4C6,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
2768,2768,athens orthopedic clinic,Yes,Unknown,US,,,6.0,2016,,Unknown,,,,GA,,,,639C4C76-085C-4068-A007-B0195D71C323,https://www.databreaches.net/atlanta-orthopedic-group-investigating-whether-they-are-thedarkoverlords-victim/,,101 to 1000,,621111,19021,,,,,,,,,,Unknown,Confirmed,62,621,Unknown,621111,Offices of Physicians (except Mental Health Specialists)
2769,2769,the texas department of aging and disability services,Yes,Unknown,US,,,4.0,2015,Publishing error,,,,,TX,,,,49509A7F-5588-4786-A29B-C4097480B48A,http://healthitsecurity.com/news/phi-data-breaches-for-ny-texas-organizations;   http://www.fiercehealthit.com/story/data-breach-texas-agency-makes-phi-available-online/2015-06-15;  http://www.dads.state.tx.us/news_info/releases/class-dbmd-databreach-6-11-15.pdf,,10001 to 25000,Unknown,923120,19021,,,,,,,,,,Unknown,Confirmed,92,923,Unknown,923120,Administration of Public Health Programs
2770,2770,caromont regional medical center,Yes,Unknown,US,,,,2013,,,,Privilege abuse,,NC,,,,FC8F4B84-EA63-4213-9279-5A43AA071E1D,http://www.esecurityplanet.com/network-security/nurses-leverage-privileged-access-to-commit-identity-theft.html; http://www.gastongazette.com/20150306/nurse-pastors-wife-pleads-guilty-to-id-theft/303069932,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2776,2776,united states department of veterans affairs,Yes,Unknown,US,,21.0,5.0,2013,Gaffe,,,,,NE,,,,4CF4894F-7ED5-40BE-B3A7-F0CA6C95400C,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
2783,2783,the j m smucker company,Yes,Unknown,US,,,12.0,2012,,Other,Capture app data,,,OH,,,,4D2852D2-536B-4B88-A6A3-E293340F256B,https://onlinestore.smucker.com/datafaq.cfm (20140318);https://onlinestore.smucker.com/message.cfm (20140318);http://krebsonsecurity.com/2014/03/thieves-jam-up-smuckers-card-processor/ (20140318),,1001 to 10000,,311421,19021,,,,,,,,,,Unknown,Confirmed,31,311,Unknown,311421,Fruit and Vegetable Canning
2787,2787,department of energy,Yes,Unknown,US,,,1.0,2013,,Unknown,,,,DC,,,,4D4786A8-0526-4246-B810-F1E61056CFCA,http://theleakingvault.com/news/2013/2/4/hackers-breach-us-energy-department-networks; http://www.net-security.org/secworld.php?id=14353; http://freebeacon.com/cyber-breach/,,10001 to 25000,Unknown,926130,19021,,,,,,,,,,Unknown,Confirmed,92,926,Unknown,926130,"Regulation and Administration of Communications, Electric, Gas, and Other Utilities "
2788,2788,childrens mercy hospital,Yes,Unknown,US,,,,2014,,Unknown,,,,KS,,,,4D4EE546-AB71-443E-821D-F3F6BC678449,http://healthitsecurity.com/2014/08/20/childrens-mercy-hospital-notifies-employees-of-data-breach/,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2794,2794,incyte corporation,Yes,Unknown,US,,,,2013,,,,Privilege abuse,,DE,,,,4D9563C2-D148-43B0-B769-E7458AC80BDF,http://www.courthousenews.com/2015/09/11/1-billion-claim-over-a-cancer-drug.htm,,101 to 1000,,62151,19021,,,,,,,,,,Unknown,Confirmed,62,621,Unknown,62151,Medical and Diagnostic Laboratories
2796,2796,suntrust banks inc,Yes,Unknown,US,,,7.0,2014,,,,,Tampering,VA,,,,4DA1FC2C-EB9B-46C6-A76A-3E055F7BC71C,http://www.wjla.com/articles/2014/07/police-search-for-suspects-seen-placing-skimming-devices-on-atm-machines-105007.html; http://annandale.patch.com/groups/police-and-fire/p/photos-police-seek-atm-skimming-suspects73569,,25001 to 50000,,522110,19021,,,,,,,,,,Unknown,Confirmed,52,522,Unknown,522110,Commercial Banking
2797,2797,internal revenue service,Yes,Unknown,US,,,,2013,,,,Possession abuse,,PA,,,,4DAFCAAD-FDF3-49E1-AF7F-97FC0D60AAE3,http://philadelphia.cbslocal.com/2013/03/28/former-philadelphia-irs-worker-sentenced-for-stealing-her-landlords-identity/,,50001 to 100000,Unknown,921130,"19,021,021,000",,,,,,,,,,Unknown,Confirmed,92,921,Unknown,921130,Public Finance Activities
2800,2800,lake braddock secondary school,Yes,Unknown,US,,,,2012,,,,,,VA,,,,4DBDAE09-AC5E-43AE-A5C1-C88DFC4EB175,http://www.washingtonpost.com/local/education/fairfax-officials-2-lake-braddock-students-stole-passwords-erased-school-data/2012/01/13/gIQArRuExP_story.html,,101 to 1000,,611110,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,611110,Elementary and Secondary Schools
2803,2803,winndixie,Yes,Unknown,US,,,10.0,2011,,,,Knowledge abuse,,FL,,,,4DD79E62-7083-42DA-91CF-8C2E0B8497DF,"http://www.bizjournals.com/jacksonville/print-edition/2012/08/10/former-winn-dixie-employee-sues-over.html?page=all, http://www.bizjournals.com/jacksonville/news/2013/04/08/purchase-program-company-agrees-to-pay.html?goback=.gde_4636751_member_230225934",,25001 to 50000,,445110,19021,6800000000000.0,USD,,,,,,,,Unknown,Confirmed,44,445,Unknown,445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers)
2805,2805,united states department of veterans affairs,Yes,Unknown,US,,12.0,9.0,2012,Misdelivery,,,,,NE,,,,4DE31A1F-829D-444B-B0A0-E6989B226B8B,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
2806,2806,nitro pdf maker,Yes,Unknown,US,,,10.0,2020,,Unknown,,,,CA,,,,661000d0-2376-11eb-b77f-316b5c5dd5eb,"https://www.itwire.com/security/nitro-pdf-maker-hit-by-breach-it-says-is-isolated-,-sec-firm-claims-otherwise.html ; https://www.bleepingcomputer.com/news/security/massive-nitro-data-breach-impacts-microsoft-google-apple-more/",High,101 to 1000,,541511,19021,,,,,,,,,,,Confirmed,54,541,Unknown,541511,Custom Computer Programming Services
2813,2813,california department of child support services,Yes,Unknown,US,,,,2012,Loss,,,,,CA,,,,4E25230D-A295-45F9-8750-DCA0AC83E6DC,http://oag.ca.gov/system/fileshttp://oag.ca.gov/system/files/DCSSsecuritycustyltr_OAG.pdf?,,101 to 1000,,624190,19021,22900000.0,USD,,,,,,,,Unknown,Confirmed,62,624,Unknown,624190,Other Individual and Family Services
2814,2814,disney consumer products and interactive media,Yes,Unknown,US,,12.0,7.0,2016,,Unknown,,,,,,,,9AC1DDBF-32AE-49C6-A749-9623C88D615F,https://www.databreaches.net/playdom-forum-site-breach-affects-391000-usernames-email-addresses-and-passwords-impacted/,,Large,,519130,19021,,,,,,,,,,Unknown,Confirmed,51,519,Unknown,,
2816,2816,lakewood ranch hospital,Yes,Unknown,US,,,12.0,2014,,,,Privilege abuse,,FL,,,,4E3D8F06-35AC-435E-AACF-CF38EA9292F5,http://www.wtsp.com/story/news/local/2014/12/10/manatee-nurse-stolen-credit-cards/20197305/,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2822,2822,american express travel related services company inc andor its affiliates axp,Yes,Unknown,US,,,1.0,2013,,,,,,NY,,,,4EBCB01F-1FAF-4FE1-90F6-47287E4B02A5,http://oag.ca.gov/system/files/Sprouts-C2013027013%20CA%20AG%20Letter_Customer%20Letter_0.pdf?,,50001 to 100000,,522320,19021,4230000000.0,USD,,,,,,,,Unknown,Confirmed,52,522,Unknown,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities "
2824,2824,chevron corp,Yes,Unknown,US,,,,2013,,,,,Skimmer,CA,,,,4EC34922-CF48-4DF4-8AB4-D531E62B509C,http://thepinetree.net/index.php?module=announce&ANN_user_op=view&ANN_id=36235,,10001 to 25000,,447190,19021,,,,,,,,,,Unknown,Confirmed,44,447,Unknown,,
2826,2826,palm beach county school district,Yes,Unknown,US,,11.0,5.0,2020,,Brute force,,,,FL,,,Opportunistic,d193ecb0-a1b0-11ea-aa67-0b6b068266ad,https://bocanewsnow.com/2020/05/12/coronavirus-massive-palm-beach-county-school-district-student-password-breach/,High,10001 to 25000,,611110,19021,,,,,,,,,,,Confirmed,61,611,Unknown,611110,Elementary and Secondary Schools
2828,2828,dun bradstreet corporation,Yes,Unknown,US,,27.0,3.0,2013,,Unknown,Capture app data,,,,,,,4ED41059-C1EF-4010-84C5-E1F64804CC84,http://krebsonsecurity.com/2013/09/data-broker-giants-hacked-by-id-theft-service/ (20130925),,1001 to 10000,,561450,19021,,,,,,,,,,Unknown,Confirmed,56,561,Unknown,561450,Credit Bureaus
2833,2833,eastern bank,Yes,Unknown,US,,24.0,2.0,2018,,,,,Skimmer,TX,,,Opportunistic,a9a8c670-9b41-11e8-8c28-77aa5b8d940e,https://www.stl.news/%E2%80%8Emassachusetts-news-brazilian-national-karem-kawamura-sentenced-role-atm-skimming-scheme/138707/,High,1001 to 10000,,522110,19021,,,,,,,,,,,Confirmed,52,522,Unknown,522110,Commercial Banking
2837,2837,aspen valley hospital,Yes,Unknown,US,,23.0,9.0,2012,,,,Knowledge abuse,,CO,,,,F79354B8-2F30-4AA7-8833-BC9CFF714B47,http://www.aspentimes.com/news/22463520-113/aspen-valley-hospital-accused-of-patient-privacy-breach; http://www.aspentimes.com/news/crime/22914628-113/hiv-plaintiff-seeks-anonymity-in-aspen-valley-hospital-lawsuit,,101 to 1000,,621491,19021,,,,,,,,,,Unknown,Confirmed,62,621,Unknown,621491,HMO Medical Centers
2839,2839,wyoming medical center,Yes,Unknown,US,Phishing,22.0,2.0,2016,,Unknown,Spam,,,WY,,,,4F032707-4BFB-4228-AAF0-9055B5D0ACFF,http://trib.com/news/local/casper/wyoming-medical-center-informs-patients-of-email-breach/article_b88e758c-28fa-5470-9dd8-ad962f978b0d.html,,1001 to 10000,,622110,19021,,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2842,2842,united states department of veterans affairs,Yes,Unknown,US,,24.0,8.0,2011,,,,Privilege abuse,,WV,,,,4F075974-834C-4C6B-A3C2-105DBA421DD2,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
2843,2843,baylor medical center at irving,Yes,Unknown,US,,,,2014,,Unknown,,,,TX,,,,4F0BECD5-A793-4F8B-BC9D-391861B61064,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf,,1001 to 10000,,622110,"19,021,021,000",,,,,,,,,,Unknown,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2847,2847,university of pittsburgh medical center,Yes,Unknown,US,,30.0,12.0,2016,,,,Privilege abuse,,PA,,,,874c0d30-8e7b-11e8-8003-e3ff5269fee2,https://www.hipaajournal.com/healthcare-worker-charged-criminally-violating-hipaa/,High,Large,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2849,2849,experian,Yes,Unknown,US,,13.0,2.0,2012,,,,Privilege abuse,,CA,,,,4F2CB788-892C-4721-9150-C8C977F363BB,http://doj.nh.gov/consumer/security-breaches/documents/experian-20120504.pdf,,1001 to 10000,,561450,19021,576700000.0,USD,,,,,,,,Unknown,Confirmed,56,561,Unknown,561450,Credit Bureaus
2856,2856,comcast,Yes,Unknown,US,,,3.0,2020,Publishing error,,,,,PA,,,,5449b810-72d5-11eb-b847-53c7fcddcc7a,https://www.denverpost.com/2020/03/05/comcast-xfinity-customer-privacy-release/,High,Over 100000,,515210,19021,,,,,,,,,,,Confirmed,51,515,Unknown,,
2864,2864,westcoast childrens clinic,Yes,Unknown,US,,,,2012,Misdelivery,,,,,CA,,,,4F9EAF7B-9C0C-4F3F-8B49-FAAA202F5DBF,https://oag.ca.gov/system/files/SAMPLE%20Nov%2028%202012%20Breach%20Notification%20Letter%20to%20Client_0.pdf?,,101 to 1000,,621420,19021,11240000.0,USD,,,,,,,,Unknown,Confirmed,62,621,Unknown,621420,Outpatient Mental Health and Substance Abuse Centers
2872,2872,american stock transfer trust company llc,Yes,Unknown,US,,17.0,1.0,2012,Misdelivery,,,,,NY,,,,4FD45130-141B-4B1C-902E-922B4C6DA99A,http://doj.nh.gov/consumer/security-breaches/documents/american-stock-20120214.pdf (20130212) http://doj.nh.gov/consumer/security-breaches/documents/american-stock-20120413.pdf (20130212),,101 to 1000,,523999,19021,23900000.0,USD,,,,,,,,Unknown,Confirmed,52,523,Unknown,523999,Miscellaneous Financial Investment Activities
2875,2875,ea games,Yes,Unknown,US,,,,2019,Publishing error,,,,,CA,,,,ee3b2830-c81a-11e9-8a5a-abdcbb867af8,https://securityboulevard.com/2019/07/bitglass-security-spotlight-ea-origin-leaves-the-data-of-300-million-accounts-exposed/; https://www.cnet.com/news/ea-origin-had-a-vulnerability-that-left-300-million-players-potentially-exposed/,High,1001 to 10000,,511210,19021,,,,,,,,,,,Confirmed,51,511,Unknown,,
2888,2888,salinas valley memorial healthcare system,Yes,Unknown,US,,30.0,4.0,2020,,Unknown,,,,CA,,,Opportunistic,a249e570-f2ac-11ea-8781-7798bdcc4349,https://ryortho.com/breaking/salinas-valley-memorial-healthcare-system-reports-email-hack/ ; https://oag.ca.gov/system/files/SVMHS%20Form%20of%20Patient%20Notification%20%28L01%29.pdf,,101 to 1000,,622110,19021,,,,,,,,,,,Confirmed,62,622,Unknown,622110,General Medical and Surgical Hospitals
2890,2890,northrop grumman corp,Yes,Unknown,US,,,,2012,,Unknown,,,,VA,,,,504800A3-3FAB-4567-A1CE-49C06225F713,http://www.efortresses.com/2012-Breaches-Matrix.htm,,50001 to 100000,,334511,19021,25000000000.0,USD,,,,,,,,Unknown,Confirmed,33,334,Unknown,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing "
2893,2893,lorien health services,Yes,Unknown,US,,,6.0,2020,,Unknown,Ransomware,,,MD,,,Opportunistic,c2c5d350-04ad-11eb-8c43-8ded27596b66,https://www.bleepingcomputer.com/news/security/lorien-health-services-discloses-ransomware-attack-affecting-nearly-50-000/,High,1001 to 10000,,623110,19021,,,,,,,,,,,Confirmed,62,623,Unknown,623110,Nursing Care Facilities (Skilled Nursing Facilities)
2898,2898,united states department of veterans affairs,Yes,Unknown,US,,3.0,1.0,2011,,,,Privilege abuse,,TX,,,,506E2E75-EC1B-42ED-AFBE-A45DC4D1C508,http://vcdb.org/pdf/va-security.pdf,,Over 100000,Unknown,923140,19021,,,,,,,,,,,Confirmed,92,923,Unknown,923140,Administration of Veterans' Affairs
2900,2900,jpmorgan chase co,Yes,Unknown,US,,12.0,5.0,2012,,,,,Tampering,CA,,,,507FF1DB-2F89-4383-A739-BD4D0C65A09A,http://palmdesert.patch.com/groups/police-and-fire/p/police-man-installs-skimming-devices-in-la-quinta-atm-tries-to-use-stolen-info-in-palm-desert (20130603) http://palmdesert.patch.com/groups/police-and-fire/p/update-palm-desert-fraud-suspect-targeted-68-chase-bank-customers-prosecutor-alleges (20130603),,Over 100000,,522110,19021,108000000000.0,USD,,,,,,,,Unknown,Confirmed,52,522,Unknown,522110,Commercial Banking
2902,2902,medical college of wisconsin,Yes,Unknown,US,,2.0,7.0,2015,,Use of stolen creds,,,,WI,,,,93A5AEF3-3CF5-4750-AE05-5683AE9BD38D,http://patch.com/wisconsin/wauwatosa/data-breach-medical-college-wisconsin-exposes-patient-data-3-200-patients; http://www.jsonline.com/story/news/crime/2016/09/03/medical-college-finds-security-breach/89828866/,,1001 to 10000,,611310,19021,,,,,,,,,,Unknown,Confirmed,61,611,Unknown,611310,"Colleges, Universities, and Professional Schools "
2908,2908,groupize,Yes,Unknown,US,,,,2017,Misconfiguration,,,,,MA,,,,ea428360-1d0d-11eb-a925-afd7acbe9906,https://threatpost.com/meeting-and-hotel-booking-providers-data-found-in-public-amazon-s3-bucket/127542/,High,101 to 1000,,541511,19021,,,,,,,,,,,Confirmed,54,541,Unknown,541511,Custom Computer Programming Services
2916,2916,hsbc,Yes,Unknown,US,,27.0,7.0,2012,,,,Privilege abuse,,DE,,,,50D5AFD3-51F0-4456-BA7E-32F569E4BE59,"http://oag.ca.gov/system/files/Customer%20Notification_1.pdf?, http://www.expatica.com/fr/news/french-news/court-says-france-cannot-use-stolen-bank-data-for-searches_205420.html ",,1001 to 10000,,522110,19021,1020000000.0,USD,,,,,,,,Unknown,Confirmed,52,522,Unknown,522110,Commercial Banking
